rating_id,rating,rating_description
847,7.3,Service was really good and the food was okay
848,2.4,Service was exceedingly poor
849,4.8,The food was bland and the servers were unfriendly
850,4.3,The food was bland and the servers were unfriendly
851,4.6,The food was bland and the servers were unfriendly
852,5.5,It was just okay
853,1.7,This place sucks!
854,9.4,I love this restaurant!
855,1.0,This place sucks!
856,4.0,The food was bland and the servers were unfriendly
857,0.0,This is the worst restaurant I've ever been to
858,1.4,This place sucks!
859,6.1,Food was pretty good but service was slow
860,5.2,It was just okay
861,8.2,Food and service were great!
862,2.5,Service was exceedingly poor
863,8.0,Food and service were great!
864,6.1,Food was pretty good but service was slow
865,4.5,The food was bland and the servers were unfriendly
866,1.7,This place sucks!
867,7.3,Service was really good and the food was okay
868,8.0,Food and service were great!
869,6.4,Food was pretty good but service was slow
870,7.3,Service was really good and the food was okay
871,3.6,The food was really bad
872,2.5,Service was exceedingly poor
873,6.3,Food was pretty good but service was slow
874,8.2,Food and service were great!
875,7.2,Service was really good and the food was okay
876,8.1,Food and service were great!
877,0.0,This is the worst restaurant I've ever been to
878,1.8,This place sucks!
879,8.1,Food and service were great!
880,0.9,This is the worst restaurant I've ever been to
881,9.4,I love this restaurant!
882,9.6,I love this restaurant!
883,1.6,This place sucks!
884,6.1,Food was pretty good but service was slow
885,4.8,The food was bland and the servers were unfriendly
886,0.5,This is the worst restaurant I've ever been to
887,9.0,I love this restaurant!
888,7.1,Service was really good and the food was okay
889,7.2,Service was really good and the food was okay
890,0.4,This is the worst restaurant I've ever been to
891,3.5,The food was really bad
892,4.9,The food was bland and the servers were unfriendly
893,5.4,It was just okay
894,4.7,The food was bland and the servers were unfriendly
895,3.1,The food was really bad
896,2.4,Service was exceedingly poor
897,1.9,This place sucks!
898,4.1,The food was bland and the servers were unfriendly
899,8.0,Food and service were great!
900,4.5,The food was bland and the servers were unfriendly
901,6.2,Food was pretty good but service was slow
902,3.6,The food was really bad
903,4.7,The food was bland and the servers were unfriendly
904,0.9,This is the worst restaurant I've ever been to
905,4.5,The food was bland and the servers were unfriendly
906,1.8,This place sucks!
907,4.4,The food was bland and the servers were unfriendly
908,3.2,The food was really bad
909,2.7,Service was exceedingly poor
910,2.7,Service was exceedingly poor
911,3.7,The food was really bad
912,5.9,It was just okay
913,2.6,Service was exceedingly poor
914,5.2,It was just okay
915,1.0,This place sucks!
916,7.5,Service was really good and the food was okay
917,2.0,Service was exceedingly poor
918,9.7,I love this restaurant!
919,8.5,Food and service were great!
920,9.1,I love this restaurant!
921,3.0,The food was really bad
922,1.2,This place sucks!
923,6.7,Food was pretty good but service was slow
924,3.1,The food was really bad
925,7.0,Service was really good and the food was okay
926,3.4,The food was really bad
927,8.6,Food and service were great!
928,5.5,It was just okay
929,2.5,Service was exceedingly poor
930,9.4,I love this restaurant!
931,8.9,Food and service were great!
932,3.0,The food was really bad
933,7.4,Service was really good and the food was okay
934,5.0,It was just okay
935,3.9,The food was really bad
936,4.0,The food was bland and the servers were unfriendly
937,9.1,I love this restaurant!
938,0.7,This is the worst restaurant I've ever been to
939,8.7,Food and service were great!
940,7.1,Service was really good and the food was okay
941,0.3,This is the worst restaurant I've ever been to
942,5.3,It was just okay
943,9.6,I love this restaurant!
944,5.6,It was just okay
945,5.9,It was just okay
946,9.4,I love this restaurant!
947,4.1,The food was bland and the servers were unfriendly
948,6.5,Food was pretty good but service was slow
949,8.6,Food and service were great!
950,9.1,I love this restaurant!
951,9.8,I love this restaurant!
952,0.8,This is the worst restaurant I've ever been to
953,5.7,It was just okay
954,5.7,It was just okay
955,2.0,Service was exceedingly poor
956,8.4,Food and service were great!
957,8.4,Food and service were great!
958,2.6,Service was exceedingly poor
959,9.5,I love this restaurant!
960,1.7,This place sucks!
961,2.8,Service was exceedingly poor
962,1.7,This place sucks!
963,8.5,Food and service were great!
964,3.2,The food was really bad
965,3.6,The food was really bad
966,6.7,Food was pretty good but service was slow
967,5.0,It was just okay
968,5.9,It was just okay
969,9.8,I love this restaurant!
970,3.2,The food was really bad
971,8.4,Food and service were great!
972,7.2,Service was really good and the food was okay
973,2.5,Service was exceedingly poor
974,5.5,It was just okay
975,5.9,It was just okay
976,6.9,Food was pretty good but service was slow
977,0.6,This is the worst restaurant I've ever been to
978,9.4,I love this restaurant!
979,8.5,Food and service were great!
980,1.0,This place sucks!
981,4.7,The food was bland and the servers were unfriendly
982,1.9,This place sucks!
983,1.7,This place sucks!
984,5.6,It was just okay
985,1.8,This place sucks!
986,3.3,The food was really bad
987,8.0,Food and service were great!
988,7.3,Service was really good and the food was okay
989,9.2,I love this restaurant!
990,1.0,This place sucks!
991,3.4,The food was really bad
992,5.6,It was just okay
993,9.8,I love this restaurant!
994,4.7,The food was bland and the servers were unfriendly
995,7.5,Service was really good and the food was okay
996,7.0,Service was really good and the food was okay
997,8.7,Food and service were great!
998,0.4,This is the worst restaurant I've ever been to
999,1.8,This place sucks!
1000,5.2,It was just okay
